2023 OBS Spring Sale,,,,,,,,,,,,,,,,,,,,
"April 25-28, 2023",,Adjusted 7/28/23,,,,,,,,,,,,,,,,,,
Hip,Name,Color,Sex,Foal Date,Sire,Dam,Damsire,Sort by Dam,Consignor,State,Barn,UT Time,Set,Day,Buyer,Price,Post Sale,Out,Out Date,Alphabetic Consignor Sort
1041,,CH,F,4/25/2021,Broken Vow,Summer Savory,Horse Chestnut (SAF),HorseChestnutSAF,"Top Line Sales LLC, Agent XXX",KY,14,out,53,21-Apr,Withdrawn,Out,,out,4/21/2023,Top Line Sales
1042,You've Always Been,B,C,2/25/2021,The Big Beast,Sunandsea,Henny Hughes,HennyHughes,AVP Training and Sales,FL,17,out,23,21-Apr,Withdrawn,Out,,out,4/27/2023,AVP Training and Sales
1043,Moonlight,GR/RO,C,3/12/2021,Audible,Sundown,Tapit,Tapit,"Eddie Woods, Agent XLVIII",KY,11,21.0,44,21-Apr,Town & Country Racing LLC,"285,000",,,,Woods Eddie
1044,,DB/BR,F,3/30/2021,Ghostzapper,Sunset Glow,Exchange Rate,ExchangeRate,"Halcyon Hammock Farm, Agent IV",KY,2,10.0,114,21-Apr,Madaket Stables LLC,"120,000",,,,Halcyon Hammock Farm
1045,,B,C,4/4/2021,Catalina Cruiser,Super Allison,Super Saver,SuperSaver,"de Meric Sales, Agent VII",KY,12,10.0,87,21-Apr,"R. Brisset, Agt for September Farm & Storrytener","400,000",,,,de Meric Sales
1046,,B,C,2/7/2021,Summer Front,Support the Cause,Put It Back,PutItBack,Ocala Stud,FL,4,21.3,15,21-Apr,Champion Equine LLC,"305,000",,,,Ocala Stud
1047,,B,C,4/29/2021,Street Sense,Surfside Tiara,Scat Daddy,ScatDaddy,"Pick View LLC, Agent I",FL,G,21.2,89,21-Apr,Withdrawn,Out,,,,Pick View LLC
1048,,B,F,4/4/2021,American Pharoah,Swak,Scat Daddy,ScatDaddy,"Niall Brennan Stables, Agent XXVI",KY,8,out,,21-Apr,Withdrawn,Out,,out,4/10/2023,Brennan Niall
1049,,CH,C,3/26/2021,Accelerate,Swear by It,Broken Vow,BrokenVow,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XX",NY,5,10.4,130,21-Apr,S.R.O.A. (KOID),"35,000",,,,"Wavertree Stables, Inc."
1050,,B,F,4/3/2021,Arrogate,Sweater Weather,Milwaukee Brew,MilwaukeeBrew,"Tom McCrocklin, Agent XVIII",KY,2,21.2,7,21-Apr,"Mike Ryan, Agent for Peter Redekop BC Ltd.","375,000",,,,McCrocklin Tom
1051,,B,F,2/20/2021,Uncle Mo,Sweet,Blame,Blame,"Niall Brennan Stables, Agent XV",KY,8,out,,22-Apr,Withdrawn,Out,,out,4/16/2023,Brennan Niall
1052,,GR/RO,C,5/17/2021,Curlin,Sweet Assassin,Tapit,Tapit,"Julie Davies LLC, Agent XVI",KY,19,10.1,12,22-Apr,"Joe Hardoon, Agent","300,000",,,,Davies Julie
1053,Classy Disposition,CH,F,3/10/2021,Flameaway,Sweet Disposition,Forestry,Forestry,"Santa Fe Thoroughbreds, Agent",KY,20,21.3,27,22-Apr,"47,000",Not Sold,,,,Santa Fe Thoroughbreds
1054,,GR/RO,F,3/16/2021,Girvin,Sweet Dreams Diva,Rockport Harbor,RockportHarbor,Double Tap Sales LLC,LA,18,10.2,58,22-Apr,"Chad Schumer, Agent","30,000",PS,,,Double Tap Sales LLC
1055,Ultra Mo,DB/BR,F,3/7/2021,Mo Town,Sweetest Appeal,Graydar,Graydar,"Classic Equine, Agent",KY,H,out,,22-Apr,Withdrawn,Out,,out,4/12/2023,Classic Equine
1056,,DB/BR,F,4/20/2021,Unified,Sweetness 'n Light,Distorted Humor,DistortedHumor,"Bobby Dodd, Agent X",KY,10,10.0,61,22-Apr,"Corbin Blumberg, Agent Baron Stables","70,000",,,,Dodd Bobby
1057,,DB/BR,F,2/26/2021,Ghostzapper,Sweet Opportunity,Distorted Humor,DistortedHumor,"S B M Training and Sales, Agent II",KY,3,10.0,49,22-Apr,MWG,"75,000",,,,S B M Training and Sales
1058,,DB/BR,C,2/18/2021,World of Trouble,Sweet Saturday,Any Given Saturday,AnyGivenSaturday,"J V C Training and Sales, Agent II",KY,13,out,,22-Apr,Withdrawn,Out,,out,4/10/2023,J V C Training and Sales
1059,,B,C,4/4/2021,Bernardini,Sweetsongofthenile,Pioneerof the Nile,PioneeroftheNile,"Silvestre Chavez Thoroughbreds, Agent XX",KY,17,10.3,54,22-Apr,"80,000",Not Sold,,,,Chavez Thoroughbreds Silvestre 
1060,,GR/RO,C,2/20/2021,Cairo Prince,Sweet Sting,Awesome Again,AwesomeAgain,"Paul Sharp, Agent X",KY,C,10.2,124,22-Apr,Paul Gange,"50,000",,,,Sharp Paul M.
1061,,B,C,4/30/2021,Tunwoo,Swift Lady,Awesome of Course,AwesomeofCourse,"Coastal Equine LLC (Jesse Hoppel), Agent",FL,A,out,137,22-Apr,Withdrawn,Out,,out,4/25/2023,Coastal Equine LLC
1062,Just a Sip,CH,F,3/19/2021,Vino Rosso,Switcheroo,Exchange Rate,ExchangeRate,"Paul Sharp, Agent I",KY,C,10.0,11,22-Apr,Withdrawn,Out,,,,Sharp Paul M.
1063,,GR/RO,F,3/25/2021,Liam's Map,Sympathetic,Smart Strike,SmartStrike,"Julie Davies LLC, Agent XV",KY,19,out,,22-Apr,Withdrawn,Out,,out,4/22/2023,Davies Julie
1064,,DB/BR,F,4/26/2021,Creative Cause,Table Jumper,Jump Start,JumpStart,"Top Line Sales LLC, Agent XXXIII",KY,14,10.1,95,22-Apr,S.R.O.A. (KOID),"50,000",,,,Top Line Sales
1065,,GR/RO,F,3/30/2021,Pavel,Taffeta,Scat Daddy,ScatDaddy,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVI",CA,5,10.2,106,22-Apr,"Peter Miller, Agent","38,000",,,,"Wavertree Stables, Inc."
1066,,B,F,2/23/2021,Maximus Mischief,Taker Home,Vindication,Vindication,"Oak Creek Thoroughbreds, Agent I",KY,16,10.2,116,22-Apr,Withdrawn,Out,,,,Oak Creek Thoroughbreds
1067,,DB/BR,C,3/3/2021,Twirling Candy,Talkin and Singing,Songandaprayer,Songandaprayer,"Eisaman Equine, Agent",KY,7,10.2,113,22-Apr,Value Time Racing,"35,000",,,,Eisaman Equine
1068,,DB/BR,F,4/27/2021,Gun Runner,Tamboz,Tapit,Tapit,"de Meric Sales, Agent XVI",KY,12,10.2,20,22-Apr,MyRacehorse & Partners,"525,000",,,,de Meric Sales
1069,,CH,F,3/5/2021,Street Boss,Tante Zoe,First Samurai,FirstSamurai,"Cary Frommer LLC, Agent II",KY,10,10.3,68,22-Apr,"27,000",Not Sold,,,,Frommer Cary
1070,,B,F,4/4/2021,Distorted Humor,Tanzania Road,Arch,Arch,"Niall Brennan Stables, Agent II",KY,8,10.2,101,22-Apr,"McMahon and Hill Bloodstock, Agent","50,000",PS,,,Brennan Niall
1071,,B,C,4/28/2021,Twirling Candy,Taparelli,Tapit,Tapit,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XX",KY,5,20.4,32,22-Apr,Narvick International,"250,000",,,,"Wavertree Stables, Inc."
1072,,GR/RO,F,3/4/2021,Palace Malice,Tapitinsilver,Tapit,Tapit,"RiceHorse Stable (Brandon & Ali Rice), Agent VIII",KY,6,10.3,119,22-Apr,Withdrawn,Out,,,,RiceHorse
1073,,CH,C,3/31/2021,Kantharos,Tapit Queen,Tapit,Tapit,"Julie Davies LLC, Agent XXIII",KY,19,10.2,123,22-Apr,"35,000",Not Sold,,,,Davies Julie
1074,Tap the Moon,B,F,4/28/2021,Ransom the Moon,Tapitstry,Tapit,Tapit,"Gene Recio, Agent X",KY,17,out,,22-Apr,Withdrawn,Out,,out,4/21/2023,Recio Gene
1075,,GR/RO,C,3/23/2021,Omaha Beach,Tap Softly,Tapit,Tapit,"Eddie Woods, Agent XXII",KY,11,out,38,22-Apr,Withdrawn,Out,,out,4/26/2023,Woods Eddie
1076,,CH,C,4/19/2021,Oscar Performance,Tarrip,Green Desert,GreenDesert,"de Meric Sales, Agent XXXIX",NY,12,10.2,135,22-Apr,TMC,"30,000",,,,de Meric Sales
1077,,DB/BR,F,3/24/2021,Girvin,Tashmoo,Cairo Prince,CairoPrince,"Gene Recio, Agent VIII",NY,17,out,117,22-Apr,Withdrawn,Out,,out,4/24/2023,Recio Gene
1078,Valentine Candy,CH,C,2/14/2021,Justify,Taste Like Candy,Candy Ride (ARG),CandyRideARG,"S B M Training and Sales, Agent I",KY,3,out,,22-Apr,Withdrawn,Out,,out,4/20/2023,S B M Training and Sales
1079,,B,C,4/26/2021,Blame,Tattersail,Twirling Candy,TwirlingCandy,"Mayberry Farm, Agent V",KY,B,10.3,83,22-Apr,Withdrawn,Out,,,,Mayberry Farm
1080,,B,C,5/13/2021,Mitole,Tell Me Why,Corinthian,Corinthian,"Omar Ramirez Bloodstock, Agent XXI",KY,15,10.0,9,22-Apr,Withdrawn,Out,,,,Ramirez Omar
1081,,B,F,3/4/2021,Girvin,Ten Demerits,Into Mischief,IntoMischief,"Top Line Sales LLC, Agent XV",FL,14,10.1,4,22-Apr,Susan Moore,"125,000",,,,Top Line Sales
1082,,B,F,4/11/2021,Good Magic,Tenggara,Super Saver,SuperSaver,"Tom McCrocklin, Agent XIX",KY,2,21.2,47,22-Apr,"West Bloodstock, Agent for Repole Stable, Inc.","310,000",,,,McCrocklin Tom
1083,,GR/RO,C,5/3/2021,City of Light,Tension,Tapit,Tapit,Golden Noguez,KY,4,10.3,77,22-Apr,Mongolian Stable,"100,000",,,,Golden Noguez
1084,,DB/BR,C,4/1/2021,Street Sense,Terfaashah,Daaher,Daaher,"de Meric Sales, Agent XXXV",KY,12,10.1,52,22-Apr,Pewter Stable / Ram Zanotti,"125,000",,,,de Meric Sales
1085,,DB/BR,F,3/12/2021,Audible,Terminology,Bernardini,Bernardini,"Hidden Brook, Agent VI",KY,9,10.2,102,22-Apr,"43,000",Not Sold,,,,Hidden Brook Farm
1086,,DB/BR,F,4/30/2021,Air Force Blue,Testa Rossi (FR),Dr Fong,DrFong,"Off the Hook LLC, Agent V",NY,13,10.1,31,22-Apr,Noble Farms,"42,000",,,,Off the Hook LLC
1087,Contestame,DB/BR,F,5/5/2021,Girvin,Testaruda,Gone Astray,GoneAstray,"Blas Perez Stables, Agent II",FL,20,out,,22-Apr,Withdrawn,Out,,out,4/17/2023,Perez Stables Blas 
1088,,DB/BR,C,4/18/2021,Air Force Blue,Texas to a Tee,Purge,Purge,"Global Thoroughbreds LLC, Agent",FL,10,10.3,75,22-Apr,Mark Schwartz,"22,000",,,,Global Thoroughbreds LLC
1089,,B,C,1/26/2021,Catholic Boy,That's a Lady,City Zip,CityZip,"de Meric Sales, Agent XV",KY,12,10.3,114,22-Apr,Withdrawn,Out,,,,de Meric Sales
1090,,DB/BR,C,4/10/2021,Classic Empire,That's Speightful,Speightstown,Speightstown,Kinsman Farm,KY,8,10.2,104,22-Apr,Jake Brown,"50,000",,,,Kinsman Farm
1091,,B,F,1/27/2021,Maximus Mischief,The Classicshopper,Regal Classic,RegalClassic,"Centofanti Thoroughbreds, Agent III",LA,15,out,,22-Apr,Withdrawn,Out,,out,4/22/2023,Centofanti Thoroughbreds
1092,,B,F,2/24/2021,Runhappy,Thee Pie,Stormy Atlantic,StormyAtlantic,"Thorostock LLC, Agent",KY,H,out,,22-Apr,Withdrawn,Out,,out,4/22/2023,Thorostock LLC
1093,,GR/RO,F,2/5/2021,Audible,The Girl Factor,The Factor,TheFactor,"Richardson Bloodstock, Agent",KY,6,10.0,111,22-Apr,Rich Schermerhorn & Jay Hanley & 30 Year Farm,"535,000",,,,Richardson Bloodstock
1094,,CH,F,2/8/2021,Dialed In,The Last Meow,Storm Cat,StormCat,"Eddie Woods, Agent XI",KY,11,10.1,126,22-Apr,Withdrawn,Out,,,,Woods Eddie
1095,,CH,C,4/15/2021,World of Trouble,The Niagara Queen,Langfuhr,Langfuhr,"Paul Sharp, Agent VI",KY,C,10.2,138,22-Apr,"Chad Schumer, Agent","65,000",,,,Sharp Paul M.
1096,,B,F,5/14/2021,Bolt d'Oro,The Rahy Angel,Rahy,Rahy,"Eisaman Equine, Agent",KY,7,10.3,89,22-Apr,"Pro Racing Stable LLC, Agent","30,000",,,,Eisaman Equine
1097,,B,C,3/6/2021,Awesome Slew,The Shady Lady,Quality Road,QualityRoad,Ocala Stud,FL,4,21.1,25,22-Apr,D. J. Stable LLC,"130,000",,,,Ocala Stud
1098,,CH,F,3/19/2021,Audible,Theyplayingoursong,Songandaprayer,Songandaprayer,"Niall Brennan Stables, Agent XIV",NY,8,10.4,79,22-Apr,Windylea Farm LLC,"45,000",,,,Brennan Niall
1099,,B,F,3/9/2021,Nyquist,This Is Magic,Bernardini,Bernardini,"Niall Brennan Stables, Agent XV",KY,8,10.1,7,22-Apr,"Klaravich Stable, Inc.","250,000",,,,Brennan Niall
1100,,B,F,3/20/2021,Vino Rosso,Thoughtless,Rockport Harbor,RockportHarbor,"Grassroots Training & Sales LLC, Agent",NY,J,out,134,22-Apr,Withdrawn,Out,,out,4/26/2023,Grassroots Training & Sales LLC
1101,,CH,C,1/26/2021,Oscar Performance,Three Am Tour (IRE),Strategic Prince (GB),StrategicPrinceGB,"Gene Recio, Agent V",NY,17,20.4,13,22-Apr,Eclipse Thoroughbred Partners / Gary Barber,"150,000",,,,Recio Gene
1102,,DB/BR,C,3/19/2021,Good Samaritan,Three Graces,Doneraile Court,DoneraileCourt,"Tom McCrocklin, Agent IX",KY,2,21.3,115,22-Apr,Withdrawn,Out,,,,McCrocklin Tom
1103,,B,C,5/18/2021,American Pharoah,Thundering Emilia,Thunder Gulch,ThunderGulch,Teneri Farm,KY,C,out,,22-Apr,Withdrawn,Out,,out,3/29/2023,Teneri Farm
1104,,DB/BR,C,2/14/2021,Medaglia d'Oro,Thundering Sky,Sky Mesa,SkyMesa,"Kings Equine, Agent for Spendthrift Farm LLC",KY,1,10.1,42,22-Apr,Eclipse Thoroughbred Partners,"220,000",,,,Kings Equine
1105,Come Rain Or Shine,DB/BR,C,4/26/2021,Nyquist,Thunderous Lady,Thunder Gulch,ThunderGulch,"Best A Luck Farm LLC, Agent V",MD,3,out,,22-Apr,Withdrawn,Out,,out,4/18/2023,Best A Luck Farm LLC
1106,,B,F,4/22/2021,American Pharoah,Thyme For Roses (AUS),Redoute's Choice (AUS),RedoutesChoiceAUS,"Eisaman Equine, Agent",KY,7,10.1,48,22-Apr,Thomsen Racing LLC,"50,000",,,,Eisaman Equine
1107,,B,F,4/29/2021,Maximus Mischief,Tia Tamina,Uncle Mo,UncleMo,"Gene Recio, Agent III",NY,17,10.2,91,22-Apr,Helen Coulter,"18,000",,,,Recio Gene
1108,,B,F,4/2/2021,Vino Rosso,Tight Lipped,Kissin Kris,KissinKris,"Top Line Sales LLC, Agent V",KY,14,11.0,136,22-Apr,Miguel Melendez,"22,000",,,,Top Line Sales
1109,,CH,C,2/7/2021,Solomini,Timberlea,Flatter,Flatter,Caliente Thoroughbreds,NY,E,9.4,55,22-Apr,"Donato Lanni, Agent for Dr. Ed Allred & Liebau","700,000",,,,Caliente Thoroughbreds
1110,,B,C,4/3/2021,Connect,Tippany,Tapit,Tapit,"Mayberry Farm, Agent V",KY,B,10.4,131,22-Apr,Louis Smith,"30,000",,,,Mayberry Farm
1111,,B,C,4/24/2021,Summer Front,Tis Me,Notebook,Notebook,"Britton Peak, Agent IV",KY,9,10.3,127,22-Apr,C.H.P.R.,"22,000",,,,Britton Peak
1112,,CH,F,3/26/2021,Good Magic,Tiz Heavenly,Tiznow,Tiznow,"Tom McCrocklin, Agent VIII",KY,2,20.3,16,22-Apr,"Olivia Perkins-Mackey, Agent","400,000",,,,McCrocklin Tom
1113,,B,C,3/10/2021,Vino Rosso,Tiz Josselyn,Tiznow,Tiznow,"Omar Ramirez Bloodstock, Agent XXII",KY,15,10.1,35,22-Apr,Ten Strike Racing,"100,000",,,,Ramirez Omar
1114,,DB/BR,C,3/9/2021,Connect,Tiz Paradise,Tiznow,Tiznow,"Randy Miles, Agent I",KY,18,10.3,15,22-Apr,PWF,"55,000",,,,Miles Randy
1115,Tissomethinggrand,B,C,3/31/2021,Practical Joke,Tizsomethingroyal,Tizway,Tizway,"Kings Equine, Agent VIII",NY,1,10.0,1,22-Apr,"Destin Heath, Agent for Krattiger Racing","160,000",,,,Kings Equine
1116,,DB/BR,C,3/8/2021,Mor Spirit,Tiz the Key,Tiznow,Tiznow,"Kings Equine, Agent for Spendthrift Farm LLC",KY,1,10.3,87,22-Apr,Withdrawn,Out,,,,Kings Equine
1117,Tiz Vinno,B,F,1/30/2021,Vino Rosso,Tizzire,Tiznow,Tiznow,"Omar Ramirez Bloodstock, Agent XXIII",KY,15,10.2,133,22-Apr,Charles Bonuccelli,"40,000",PS,,,Ramirez Omar
1118,,B,F,2/12/2021,Uncle Mo,Tobago,Pioneerof the Nile,PioneeroftheNile,"Gene Recio, Agent XI",KY,17,10.4,45,22-Apr,Withdrawn,Out,,,,Recio Gene
1119,,GR/RO,C,3/11/2021,Liam's Map,Toni's Hollyday,Harlan's Holiday,HarlansHoliday,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXII",KY,5,20.4,2,22-Apr,"BSW/Crow Colts,Ghandarvi,Spendthrift,Schwartz","375,000",,,,"Wavertree Stables, Inc."
1120,,B,C,4/28/2021,Into Mischief,Topic,Discreet Cat,DiscreetCat,"Kings Equine, Agent for Spendthrift Farm LLC",KY,1,10.2,19,22-Apr,Angel L. Del Valle Matos,"42,000",,,,Kings Equine
1121,,GR/RO,C,5/9/2021,Tapit,Torreadora,El Prado (IRE),ElPradoIRE,"de Meric Sales, Agent XX",KY,12,10.2,28,22-Apr,"Wilson Falls Racing LLC, Lynch & Swann, Agents","300,000",,,,de Meric Sales
1122,,B,F,2/23/2021,Vino Rosso,Tosha Talifero,Cactus Ridge,CactusRidge,"Golden Rock Thoroughbreds, Agent V",KY,D,10.1,72,22-Apr,"Oracle Bloodstock, Agt for Ram/Zanotti","48,000",PS,,,Golden Rock Thoroughbreds
1123,,DB/BR,C,3/9/2021,Ghostzapper,To the Morning,More Than Ready,MoreThanReady,"Tom McCrocklin, Agent XIV",KY,2,out,,22-Apr,Withdrawn,Out,,out,4/13/2023,McCrocklin Tom
1124,,B,C,5/5/2021,Justify,Touching Beauty,Tapit,Tapit,"Scanlon Training & Sales, Agent IX",KY,1,9.4,18,22-Apr,"Fergus Galvin, Agent","300,000",,,,Scanlon Training Center
1125,,CH,C,3/25/2021,Flameaway,Touch Me Once,Touch Gold,TouchGold,"Paul Sharp, Agent I",NY,C,10.4,73,22-Apr,Withdrawn,Out,,,,Sharp Paul M.
1126,,DB/BR,C,1/17/2021,Nyquist,Tough Irma,Stormy Atlantic,StormyAtlantic,"Britton Peak, Agent III",MD,9,out,22,22-Apr,Withdrawn,Out,,out,4/24/2023,Britton Peak
1127,Man With No Alibi,B,C,5/21/2021,St Patrick's Day,Track Star,J P's Gusto,JPsGusto,"Journeyman Bloodstock Services, Inc. (Brent & Crystal Fernung), Agent",FL,2,10.1,43,22-Apr,Ramon Minguet,"7,000",,,,Journeyman Bloodstock
1128,,B,F,2/17/2021,Demarchelier (GB),Treasured,Arch,Arch,"Niall Brennan Stables, Agent XVII",KY,8,9.4,59,22-Apr,Gainesway Farm,"230,000",,,,Brennan Niall
1129,,B,F,3/30/2021,Runhappy,Triune,E Dubai,EDubai,"Grade One Investments LLC, Agent I",KY,14,10.2,34,22-Apr,Zap Murphy for California Racing Partners/Ciaglia,"85,000",PS,,,Grade One Investments LLC
1130,,DB/BR,C,3/11/2021,First Samurai,Trust in Hope,Bernardini,Bernardini,"Eisaman Equine, Agent",KY,7,10.2,21,22-Apr,Cal Lynch,"77,000",,,,Eisaman Equine
1131,,B,C,2/23/2021,Arrogate,Trustini,Bernardini,Bernardini,"Omar Ramirez Bloodstock, Agent LI",KY,15,10.3,92,22-Apr,"Mike Ryan, Agent for Peter Redekop BC Ltd.","180,000",,,,Ramirez Omar
1132,,B,C,4/25/2021,Hard Spun,Try Your Luck,Lookin At Lucky,LookinAtLucky,"Eisaman Equine, Agent",KY,7,out,,22-Apr,Withdrawn,Out,,out,4/21/2023,Eisaman Equine
1133,,B,F,3/12/2021,Honor Code,Tschudi's Girl,Kantharos,Kantharos,"de Meric Sales, Agent XLI",CA,12,10.2,81,22-Apr,"Peter Miller, Agent","70,000",,,,de Meric Sales
1134,Gallant Greta,B,F,3/18/2021,Twirling Candy,Tulipmania,Empire Maker,EmpireMaker,"Grassroots Training & Sales LLC, Agent",NY,J,10.2,57,22-Apr,Withdrawn,Out,,,,Grassroots Training & Sales LLC
1135,,CH,C,5/2/2021,Good Magic,Twenty Six Acts,Strong Contender,StrongContender,"de Meric Sales, Agent XVI",KY,12,10.1,6,22-Apr,Dennis O'Neill,"100,000",,,,de Meric Sales
1136,,CH,C,2/9/2021,Kantharos,Twilight Rose,Smart Strike,SmartStrike,"Mayberry Farm, Agent V",KY,B,out,,22-Apr,Withdrawn,Out,,out,4/16/2023,Mayberry Farm
1137,,GR/RO,F,3/14/2021,Mo Town,Twisted Beauty,General Quarters,GeneralQuarters,RiceHorse Stable (Brandon & Ali Rice),KY,6,21.3,41,22-Apr,Jim H. Ballinger,"37,000",,,,RiceHorse
1138,,DB/BR,C,3/16/2021,Mendelssohn,Two Oceans,Cape Town,CapeTown,"Parrish Farms, Agent",KY,9,22.1,112,22-Apr,Withdrawn,Out,,,,Parrish Farms
1139,,DB/BR,C,1/28/2021,Constitution,Two Shakes,Exchange Rate,ExchangeRate,"de Meric Sales, Agent XXI",KY,12,11.0,129,22-Apr,Withdrawn,Out,,,,de Meric Sales
1140,,CH,C,4/15/2021,Vino Rosso,Two Step Song,Unbridled's Song,UnbridledsSong,"Niall Brennan Stables, Agent I",KY,8,out,,22-Apr,Withdrawn,Out,,out,4/16/2023,Brennan Niall
1141,,B,F,4/22/2021,Mitole,U. K. Girl,Tiger Ridge,TigerRidge,"Randy Miles, Agent XXV",PA,18,out,,22-Apr,Withdrawn,Out,,out,4/22/2023,Miles Randy
1142,,CH,C,4/18/2021,Catalina Cruiser,Unbelievable Dream,Kitalpha,Kitalpha,Blas Perez Stables,KY,20,21.4,39,22-Apr,Adam Blick,"16,000",,,,Perez Stables Blas 
1143,,B,F,3/25/2021,Candy Ride (ARG),Un Blessed,Mineshaft,Mineshaft,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",VA,5,10.1,80,22-Apr,Three Diamonds Farm LLC,"142,000",,,,"Wavertree Stables, Inc."
1144,,GR/RO,C,3/19/2021,The Big Beast,Uncaptured Love,Uncaptured,Uncaptured,Mayberry Farm,FL,B,10.1,8,22-Apr,Seth Morris,"82,000",,,,Mayberry Farm
1145,,CH,C,3/19/2021,Gun Runner,Unhedged,Broken Vow,BrokenVow,"de Meric Sales, Agent XVI",FL,12,10.3,93,22-Apr,HP Racing Stables,"20,000",,,,de Meric Sales
1146,,DB/BR,F,2/22/2021,Mitole,Unicorn Kid,Lemon Drop Kid,LemonDropKid,"Top Line Sales LLC, Agent XXXVII",NY,14,10.2,125,22-Apr,Lorenzo Campuzano,"10,000",,,,Top Line Sales
1147,,B,C,4/26/2021,More Than Ready,Uniformly Yours,Grand Slam,GrandSlam,"de Meric Sales, Agent XXII",MD,12,out,,22-Apr,Withdrawn,Out,,out,4/22/2023,de Meric Sales
1148,,DB/BR,C,2/8/2021,Omaha Beach,Union Prayer,Dixie Union,DixieUnion,"Kings Equine, Agent for Spendthrift Farm LLC",KY,1,10.1,66,22-Apr,Withdrawn,Out,,,,Kings Equine
1149,,CH,F,4/3/2021,Commissioner,Union Silk,Union Rags,UnionRags,"Scanlon Training & Sales, Agent XI",LA,1,10.2,105,22-Apr,HRH Prince Saud Bin Salman Racing Stable,"160,000",,,,Scanlon Training Center
1150,,CH,C,4/17/2021,Blofeld,Union Way,Union Rags,UnionRags,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",KY,5,10.3,121,22-Apr,"Dan Preiss, Agent","14,000",,,,"Wavertree Stables, Inc."
1151,,GR/RO,F,4/16/2021,Into Mischief,Uno Mas Promesa,Macho Uno,MachoUno,"Kings Equine, Agent XIV",KY,1,out,,22-Apr,Withdrawn,Out,,out,4/14/2023,Kings Equine
1152,,CH,C,5/5/2021,Good Magic,Unreachable,Giant's Causeway,GiantsCauseway,"Santa Fe Thoroughbreds, Agent",ON,20,out,,22-Apr,Withdrawn,Out,,out,4/15/2023,Santa Fe Thoroughbreds
1153,,B,C,2/17/2021,Justify,Untouched Talent,Storm Cat,StormCat,"Scanlon Training & Sales, Agent XIX",KY,1,out,,22-Apr,Withdrawn,Out,,out,4/14/2023,Scanlon Training Center
1154,,B,C,3/14/2021,St Patrick's Day,Up for Grabs,First Samurai,FirstSamurai,"Eddie Woods, Agent VIII",FL,11,out,,22-Apr,Withdrawn,Out,,out,4/19/2023,Woods Eddie
1155,,GR/RO,C,5/4/2021,Funtastic,Upfront Girl,War Front,WarFront,"Victory Stable, Agent",KY,15,10.4,53,22-Apr,C.H.P.R.,"15,000",,,,Victory Stable
1156,,CH,F,4/4/2021,Collected,Upper Brass,Hard Spun,HardSpun,"Mayberry Farm, Agent V",ON,B,10.4,108,22-Apr,Melvin Simonovich,"20,000",,,,Mayberry Farm
1157,,DB/BR,C,4/20/2021,Take Charge Indy,Upstager,Distorted Humor,DistortedHumor,"S B M Training and Sales, Agent V",KY,3,10.0,3,22-Apr,"Cherie De Vaux, Agent","410,000",,,,S B M Training and Sales
1158,,B,C,2/12/2021,Bolt d'Oro,Valentine Rosie,Curlin,Curlin,"Ocala Stud, Agent",KY,4,out,,22-Apr,Withdrawn,Out,,out,4/23/2023,Ocala Stud
1159,,B,F,2/17/2021,Catholic Boy,Valley Oak,Yes It's True,YesItsTrue,"Niall Brennan Stables, Agent X",FL,8,10.1,30,22-Apr,Whitehorse Stables LLC / Madaket Stables LLC,"170,000",,,,Brennan Niall
1160,,B,F,2/27/2021,Medaglia d'Oro,Vamo a Galupiar (CHI),Proud Citizen,ProudCitizen,"RSVP Sales, Agent",KY,15,10.1,110,22-Apr,"95,000",Not Sold,,,,RSVP Sales
1161,,DB/BR,C,3/26/2021,Twirling Candy,Vamp,Artie Schiller,ArtieSchiller,"Grassroots Training & Sales LLC, Agent",KY,J,out,10,22-Apr,Withdrawn,Out,,out,4/26/2023,Grassroots Training & Sales LLC
1162,,CH,C,2/20/2021,Catalina Cruiser,Vasilisa,Skipshot,Skipshot,"Top Line Sales LLC, Agent XXX",KY,14,10.0,62,22-Apr,"145,000",Not Sold,,,,Top Line Sales
1163,,B,C,3/25/2021,Cairo Prince,Vercruysse,Mark Valeski,MarkValeski,"GOP Racing Stable Corp., Agent I",KY,16,10.2,128,22-Apr,"K.O.I.D. Co., Ltd.","15,000",PS,,,GOP Racing Stable Corp.
1164,Mitole Vision,B,F,2/17/2021,Mitole,Vertical Vision,Pollard's Vision,PollardsVision,"S B M Training and Sales, Agent I",KY,3,out,85,22-Apr,Withdrawn,Out,,out,4/26/2023,S B M Training and Sales
1165,,B,C,2/5/2021,Runhappy,Vexed,Arch,Arch,"Randy Miles, Agent XVI",KY,18,10.1,46,22-Apr,Colt Pike Agent for C J Thoroughbreds,"70,000",,,,Miles Randy
1166,,DB/BR,C,2/28/2021,Not This Time,Vibrato,Unbridled's Song,UnbridledsSong,"Sequel Bloodstock, Agent IV",NY,9,out,,22-Apr,Withdrawn,Out,,out,4/18/2023,Sequel Bloodstock
